user_id,pred3
24021,"Phones,Fashion,Home Decor"
8232,"Phones,Fashion,Home Decor"
40266,"Phones,Fashion,Home Decor"
36532,"Phones,Fashion,Home Decor"
46696,"Phones,Fashion,Home Decor"
30909,"Phones,Fashion,Home Decor"
29645,"Phones,Fashion,Home Decor"
38732,"Phones,Fashion,Home Decor"
36938,"Phones,Fashion,Home Decor"
34632,"Phones,Fashion,Home Decor"
7057,"Phones,Fashion,Home Decor"
34204,"Phones,Fashion,Home Decor"
30170,"Phones,Fashion,Home Decor"
35549,"Phones,Fashion,Home Decor"
23914,"Phones,Fashion,Home Decor"
49181,"Phones,Fashion,Home Decor"
25912,"Phones,Fashion,Home Decor"
38790,"Phones,Fashion,Home Decor"
1120,"Phones,Fashion,Home Decor"
46777,"Phones,Fashion,Home Decor"
9650,"Phones,Fashion,Home Decor"
42258,"Phones,Fashion,Home Decor"
40458,"Phones,Fashion,Home Decor"
433,"Phones,Fashion,Home Decor"
21346,"Phones,Fashion,Home Decor"
47043,"Phones,Fashion,Home Decor"
37687,"Phones,Fashion,Home Decor"
15882,"Phones,Fashion,Home Decor"
23125,"Phones,Fashion,Home Decor"
45916,"Phones,Fashion,Home Decor"
16721,"Phones,Fashion,Home Decor"
18261,"Phones,Fashion,Home Decor"
20610,"Phones,Fashion,Home Decor"
42007,"Phones,Fashion,Home Decor"
28244,"Phones,Fashion,Home Decor"
27255,"Phones,Fashion,Home Decor"
8766,"Phones,Fashion,Home Decor"
49860,"Phones,Fashion,Home Decor"
32459,"Phones,Fashion,Home Decor"
2778,"Phones,Fashion,Home Decor"
20323,"Phones,Fashion,Home Decor"
9837,"Phones,Fashion,Home Decor"
36335,"Phones,Fashion,Home Decor"
34337,"Phones,Fashion,Home Decor"
11846,"Phones,Fashion,Home Decor"
32605,"Phones,Fashion,Home Decor"
7929,"Phones,Fashion,Home Decor"
43225,"Phones,Fashion,Home Decor"
15491,"Phones,Fashion,Home Decor"
2379,"Phones,Fashion,Home Decor"
44258,"Phones,Fashion,Home Decor"
28917,"Phones,Fashion,Home Decor"
37539,"Phones,Fashion,Home Decor"
6413,"Phones,Fashion,Home Decor"
36717,"Phones,Fashion,Home Decor"
7005,"Phones,Fashion,Home Decor"
32735,"Phones,Fashion,Home Decor"
12043,"Phones,Fashion,Home Decor"
17455,"Phones,Fashion,Home Decor"
22866,"Phones,Fashion,Home Decor"
32907,"Phones,Fashion,Home Decor"
9295,"Phones,Fashion,Home Decor"
34290,"Phones,Fashion,Home Decor"
43381,"Phones,Fashion,Home Decor"
1589,"Phones,Fashion,Home Decor"
35024,"Phones,Fashion,Home Decor"
6401,"Phones,Fashion,Home Decor"
10457,"Phones,Fashion,Home Decor"
37656,"Phones,Fashion,Home Decor"
76,"Phones,Fashion,Home Decor"
41046,"Phones,Fashion,Home Decor"
40040,"Phones,Fashion,Home Decor"
9282,"Phones,Fashion,Home Decor"
40241,"Phones,Fashion,Home Decor"
27425,"Phones,Fashion,Home Decor"
39806,"Phones,Fashion,Home Decor"
26470,"Phones,Fashion,Home Decor"
43024,"Phones,Fashion,Home Decor"
47285,"Phones,Fashion,Home Decor"
16297,"Phones,Fashion,Home Decor"
10087,"Phones,Fashion,Home Decor"
48030,"Phones,Fashion,Home Decor"
34088,"Phones,Fashion,Home Decor"
38797,"Phones,Fashion,Home Decor"
32351,"Phones,Fashion,Home Decor"
40768,"Phones,Fashion,Home Decor"
43326,"Phones,Fashion,Home Decor"
26288,"Phones,Fashion,Home Decor"
49010,"Phones,Fashion,Home Decor"
27488,"Phones,Fashion,Home Decor"
40276,"Phones,Fashion,Home Decor"
40927,"Phones,Fashion,Home Decor"
45493,"Phones,Fashion,Home Decor"
14384,"Phones,Fashion,Home Decor"
49317,"Phones,Fashion,Home Decor"
37691,"Phones,Fashion,Home Decor"
12530,"Phones,Fashion,Home Decor"
15160,"Phones,Fashion,Home Decor"
42955,"Phones,Fashion,Home Decor"
37316,"Phones,Fashion,Home Decor"
1769,"Phones,Fashion,Home Decor"
32129,"Phones,Fashion,Home Decor"
24918,"Phones,Fashion,Home Decor"
22693,"Phones,Fashion,Home Decor"
46866,"Phones,Fashion,Home Decor"
25972,"Phones,Fashion,Home Decor"
16338,"Phones,Fashion,Home Decor"
7801,"Phones,Fashion,Home Decor"
33115,"Phones,Fashion,Home Decor"
45232,"Phones,Fashion,Home Decor"
39959,"Phones,Fashion,Home Decor"
2323,"Phones,Fashion,Home Decor"
16373,"Phones,Fashion,Home Decor"
44899,"Phones,Fashion,Home Decor"
37024,"Phones,Fashion,Home Decor"
36127,"Phones,Fashion,Home Decor"
8950,"Phones,Fashion,Home Decor"
32736,"Phones,Fashion,Home Decor"
6250,"Phones,Fashion,Home Decor"
215,"Phones,Fashion,Home Decor"
8544,"Phones,Fashion,Home Decor"
37115,"Phones,Fashion,Home Decor"
36691,"Phones,Fashion,Home Decor"
8650,"Phones,Fashion,Home Decor"
12176,"Phones,Fashion,Home Decor"
15255,"Phones,Fashion,Home Decor"
30085,"Phones,Fashion,Home Decor"
31949,"Phones,Fashion,Home Decor"
29113,"Phones,Fashion,Home Decor"
23466,"Phones,Fashion,Home Decor"
12658,"Phones,Fashion,Home Decor"
42734,"Phones,Fashion,Home Decor"
20807,"Phones,Fashion,Home Decor"
19424,"Phones,Fashion,Home Decor"
28057,"Phones,Fashion,Home Decor"
44100,"Phones,Fashion,Home Decor"
11064,"Phones,Fashion,Home Decor"
37179,"Phones,Fashion,Home Decor"
17593,"Phones,Fashion,Home Decor"
13401,"Phones,Fashion,Home Decor"
36314,"Phones,Fashion,Home Decor"
36352,"Phones,Fashion,Home Decor"
5774,"Phones,Fashion,Home Decor"
49650,"Phones,Fashion,Home Decor"
44953,"Phones,Fashion,Home Decor"
637,"Phones,Fashion,Home Decor"
24308,"Phones,Fashion,Home Decor"
14641,"Phones,Fashion,Home Decor"
31338,"Phones,Fashion,Home Decor"
35073,"Phones,Fashion,Home Decor"
48445,"Phones,Fashion,Home Decor"
46039,"Phones,Fashion,Home Decor"
10012,"Phones,Fashion,Home Decor"
46133,"Phones,Fashion,Home Decor"
10696,"Phones,Fashion,Home Decor"
10057,"Phones,Fashion,Home Decor"
29232,"Phones,Fashion,Home Decor"
49797,"Phones,Fashion,Home Decor"
40037,"Phones,Fashion,Home Decor"
31783,"Phones,Fashion,Home Decor"
36626,"Phones,Fashion,Home Decor"
27413,"Phones,Fashion,Home Decor"
46454,"Phones,Fashion,Home Decor"
38425,"Phones,Fashion,Home Decor"
41376,"Phones,Fashion,Home Decor"
5265,"Phones,Fashion,Home Decor"
49191,"Phones,Fashion,Home Decor"
45390,"Phones,Fashion,Home Decor"
32012,"Phones,Fashion,Home Decor"
630,"Phones,Fashion,Home Decor"
24215,"Phones,Fashion,Home Decor"
31913,"Phones,Fashion,Home Decor"
9949,"Phones,Fashion,Home Decor"
38642,"Phones,Fashion,Home Decor"
8240,"Phones,Fashion,Home Decor"
9133,"Phones,Fashion,Home Decor"
46187,"Phones,Fashion,Home Decor"
38089,"Phones,Fashion,Home Decor"
6038,"Phones,Fashion,Home Decor"
9055,"Phones,Fashion,Home Decor"
7132,"Phones,Fashion,Home Decor"
25427,"Phones,Fashion,Home Decor"
37978,"Phones,Fashion,Home Decor"
2542,"Phones,Fashion,Home Decor"
41431,"Phones,Fashion,Home Decor"
33535,"Phones,Fashion,Home Decor"
17482,"Phones,Fashion,Home Decor"
18661,"Phones,Fashion,Home Decor"
16090,"Phones,Fashion,Home Decor"
40739,"Phones,Fashion,Home Decor"
20889,"Phones,Fashion,Home Decor"
6794,"Phones,Fashion,Home Decor"
34424,"Phones,Fashion,Home Decor"
23441,"Phones,Fashion,Home Decor"
47272,"Phones,Fashion,Home Decor"
45867,"Phones,Fashion,Home Decor"
46377,"Phones,Fashion,Home Decor"
5772,"Phones,Fashion,Home Decor"
44732,"Phones,Fashion,Home Decor"
46420,"Phones,Fashion,Home Decor"
43057,"Phones,Fashion,Home Decor"
37080,"Phones,Fashion,Home Decor"
17488,"Phones,Fashion,Home Decor"
44207,"Phones,Fashion,Home Decor"
49676,"Phones,Fashion,Home Decor"
35856,"Phones,Fashion,Home Decor"
18501,"Phones,Fashion,Home Decor"
41225,"Phones,Fashion,Home Decor"
46374,"Phones,Fashion,Home Decor"
20544,"Phones,Fashion,Home Decor"
25568,"Phones,Fashion,Home Decor"
10730,"Phones,Fashion,Home Decor"
37546,"Phones,Fashion,Home Decor"
43809,"Phones,Fashion,Home Decor"
40985,"Phones,Fashion,Home Decor"
17975,"Phones,Fashion,Home Decor"
36322,"Phones,Fashion,Home Decor"
27759,"Phones,Fashion,Home Decor"
44860,"Phones,Fashion,Home Decor"
44809,"Phones,Fashion,Home Decor"
37379,"Phones,Fashion,Home Decor"
33034,"Phones,Fashion,Home Decor"
8572,"Phones,Fashion,Home Decor"
15037,"Phones,Fashion,Home Decor"
47457,"Phones,Fashion,Home Decor"
2705,"Phones,Fashion,Home Decor"
46894,"Phones,Fashion,Home Decor"
43760,"Phones,Fashion,Home Decor"
36770,"Phones,Fashion,Home Decor"
49432,"Phones,Fashion,Home Decor"
31883,"Phones,Fashion,Home Decor"
5524,"Phones,Fashion,Home Decor"
8904,"Phones,Fashion,Home Decor"
27281,"Phones,Fashion,Home Decor"
13943,"Phones,Fashion,Home Decor"
48873,"Phones,Fashion,Home Decor"
4358,"Phones,Fashion,Home Decor"
40259,"Phones,Fashion,Home Decor"
10534,"Phones,Fashion,Home Decor"
37279,"Phones,Fashion,Home Decor"
25514,"Phones,Fashion,Home Decor"
3499,"Phones,Fashion,Home Decor"
4825,"Phones,Fashion,Home Decor"
37994,"Phones,Fashion,Home Decor"
24465,"Phones,Fashion,Home Decor"
48569,"Phones,Fashion,Home Decor"
14188,"Phones,Fashion,Home Decor"
40096,"Phones,Fashion,Home Decor"
23416,"Phones,Fashion,Home Decor"
14568,"Phones,Fashion,Home Decor"
1452,"Phones,Fashion,Home Decor"
37430,"Phones,Fashion,Home Decor"
26624,"Phones,Fashion,Home Decor"
44924,"Phones,Fashion,Home Decor"
38051,"Phones,Fashion,Home Decor"
36983,"Phones,Fashion,Home Decor"
36435,"Phones,Fashion,Home Decor"
12025,"Phones,Fashion,Home Decor"
48817,"Phones,Fashion,Home Decor"
34355,"Phones,Fashion,Home Decor"
22364,"Phones,Fashion,Home Decor"
35562,"Phones,Fashion,Home Decor"
23766,"Phones,Fashion,Home Decor"
12661,"Phones,Fashion,Home Decor"
47635,"Phones,Fashion,Home Decor"
24225,"Phones,Fashion,Home Decor"
25458,"Phones,Fashion,Home Decor"
41287,"Phones,Fashion,Home Decor"
14418,"Phones,Fashion,Home Decor"
26912,"Phones,Fashion,Home Decor"
26640,"Phones,Fashion,Home Decor"
17601,"Phones,Fashion,Home Decor"
7193,"Phones,Fashion,Home Decor"
46706,"Phones,Fashion,Home Decor"
25612,"Phones,Fashion,Home Decor"
19679,"Phones,Fashion,Home Decor"
25184,"Phones,Fashion,Home Decor"
22559,"Phones,Fashion,Home Decor"
37870,"Phones,Fashion,Home Decor"
38491,"Phones,Fashion,Home Decor"
2594,"Phones,Fashion,Home Decor"
4210,"Phones,Fashion,Home Decor"
821,"Phones,Fashion,Home Decor"
14445,"Phones,Fashion,Home Decor"
13944,"Phones,Fashion,Home Decor"
32669,"Phones,Fashion,Home Decor"
42107,"Phones,Fashion,Home Decor"
7386,"Phones,Fashion,Home Decor"
49283,"Phones,Fashion,Home Decor"
26418,"Phones,Fashion,Home Decor"
20119,"Phones,Fashion,Home Decor"
47754,"Phones,Fashion,Home Decor"
44812,"Phones,Fashion,Home Decor"
7173,"Phones,Fashion,Home Decor"
4713,"Phones,Fashion,Home Decor"
42090,"Phones,Fashion,Home Decor"
22949,"Phones,Fashion,Home Decor"
7332,"Phones,Fashion,Home Decor"
12111,"Phones,Fashion,Home Decor"
19879,"Phones,Fashion,Home Decor"
41430,"Phones,Fashion,Home Decor"
39023,"Phones,Fashion,Home Decor"
29759,"Phones,Fashion,Home Decor"
18869,"Phones,Fashion,Home Decor"
317,"Phones,Fashion,Home Decor"
17400,"Phones,Fashion,Home Decor"
23758,"Phones,Fashion,Home Decor"
16254,"Phones,Fashion,Home Decor"
18109,"Phones,Fashion,Home Decor"
29716,"Phones,Fashion,Home Decor"
2297,"Phones,Fashion,Home Decor"
39962,"Phones,Fashion,Home Decor"
11429,"Phones,Fashion,Home Decor"
40640,"Phones,Fashion,Home Decor"
28948,"Phones,Fashion,Home Decor"
21459,"Phones,Fashion,Home Decor"
31701,"Phones,Fashion,Home Decor"
39676,"Phones,Fashion,Home Decor"
6995,"Phones,Fashion,Home Decor"
13206,"Phones,Fashion,Home Decor"
15808,"Phones,Fashion,Home Decor"
48907,"Phones,Fashion,Home Decor"
30444,"Phones,Fashion,Home Decor"
23404,"Phones,Fashion,Home Decor"
23198,"Phones,Fashion,Home Decor"
8248,"Phones,Fashion,Home Decor"
4240,"Phones,Fashion,Home Decor"
31372,"Phones,Fashion,Home Decor"
5077,"Phones,Fashion,Home Decor"
357,"Phones,Fashion,Home Decor"
8385,"Phones,Fashion,Home Decor"
25533,"Phones,Fashion,Home Decor"
32451,"Phones,Fashion,Home Decor"
23323,"Phones,Fashion,Home Decor"
7066,"Phones,Fashion,Home Decor"
46248,"Phones,Fashion,Home Decor"
41388,"Phones,Fashion,Home Decor"
40291,"Phones,Fashion,Home Decor"
20971,"Phones,Fashion,Home Decor"
21717,"Phones,Fashion,Home Decor"
45000,"Phones,Fashion,Home Decor"
49946,"Phones,Fashion,Home Decor"
5746,"Phones,Fashion,Home Decor"
36126,"Phones,Fashion,Home Decor"
41288,"Phones,Fashion,Home Decor"
42105,"Phones,Fashion,Home Decor"
10596,"Phones,Fashion,Home Decor"
46865,"Phones,Fashion,Home Decor"
485,"Phones,Fashion,Home Decor"
28865,"Phones,Fashion,Home Decor"
27769,"Phones,Fashion,Home Decor"
15116,"Phones,Fashion,Home Decor"
23023,"Phones,Fashion,Home Decor"
22509,"Phones,Fashion,Home Decor"
40657,"Phones,Fashion,Home Decor"
2345,"Phones,Fashion,Home Decor"
11131,"Phones,Fashion,Home Decor"
40634,"Phones,Fashion,Home Decor"
7463,"Phones,Fashion,Home Decor"
45479,"Phones,Fashion,Home Decor"
1753,"Phones,Fashion,Home Decor"
12889,"Phones,Fashion,Home Decor"
23432,"Phones,Fashion,Home Decor"
20822,"Phones,Fashion,Home Decor"
42523,"Phones,Fashion,Home Decor"
26405,"Phones,Fashion,Home Decor"
21583,"Phones,Fashion,Home Decor"
33948,"Phones,Fashion,Home Decor"
31724,"Phones,Fashion,Home Decor"
18846,"Phones,Fashion,Home Decor"
17093,"Phones,Fashion,Home Decor"
13967,"Phones,Fashion,Home Decor"
28738,"Phones,Fashion,Home Decor"
4514,"Phones,Fashion,Home Decor"
29447,"Phones,Fashion,Home Decor"
46154,"Phones,Fashion,Home Decor"
13158,"Phones,Fashion,Home Decor"
238,"Phones,Fashion,Home Decor"
26404,"Phones,Fashion,Home Decor"
8365,"Phones,Fashion,Home Decor"
23127,"Phones,Fashion,Home Decor"
21844,"Phones,Fashion,Home Decor"
18099,"Phones,Fashion,Home Decor"
40896,"Phones,Fashion,Home Decor"
33145,"Phones,Fashion,Home Decor"
17405,"Phones,Fashion,Home Decor"
42196,"Phones,Fashion,Home Decor"
36157,"Phones,Fashion,Home Decor"
15762,"Phones,Fashion,Home Decor"
15930,"Phones,Fashion,Home Decor"
9382,"Phones,Fashion,Home Decor"
48807,"Phones,Fashion,Home Decor"
13810,"Phones,Fashion,Home Decor"
43255,"Phones,Fashion,Home Decor"
7934,"Phones,Fashion,Home Decor"
34902,"Phones,Fashion,Home Decor"
15205,"Phones,Fashion,Home Decor"
28329,"Phones,Fashion,Home Decor"
24260,"Phones,Fashion,Home Decor"
48440,"Phones,Fashion,Home Decor"
17528,"Phones,Fashion,Home Decor"
14761,"Phones,Fashion,Home Decor"
34971,"Phones,Fashion,Home Decor"
29210,"Phones,Fashion,Home Decor"
11092,"Phones,Fashion,Home Decor"
35063,"Phones,Fashion,Home Decor"
18668,"Phones,Fashion,Home Decor"
32287,"Phones,Fashion,Home Decor"
12501,"Phones,Fashion,Home Decor"
25291,"Phones,Fashion,Home Decor"
26948,"Phones,Fashion,Home Decor"
17298,"Phones,Fashion,Home Decor"
14484,"Phones,Fashion,Home Decor"
33073,"Phones,Fashion,Home Decor"
1384,"Phones,Fashion,Home Decor"
45622,"Phones,Fashion,Home Decor"
7298,"Phones,Fashion,Home Decor"
42922,"Phones,Fashion,Home Decor"
17268,"Phones,Fashion,Home Decor"
48518,"Phones,Fashion,Home Decor"
46311,"Phones,Fashion,Home Decor"
25764,"Phones,Fashion,Home Decor"
12691,"Phones,Fashion,Home Decor"
35988,"Phones,Fashion,Home Decor"
4899,"Phones,Fashion,Home Decor"
18743,"Phones,Fashion,Home Decor"
6308,"Phones,Fashion,Home Decor"
2978,"Phones,Fashion,Home Decor"
4676,"Phones,Fashion,Home Decor"
40910,"Phones,Fashion,Home Decor"
31480,"Phones,Fashion,Home Decor"
38582,"Phones,Fashion,Home Decor"
2054,"Phones,Fashion,Home Decor"
24893,"Phones,Fashion,Home Decor"
35928,"Phones,Fashion,Home Decor"
45266,"Phones,Fashion,Home Decor"
35967,"Phones,Fashion,Home Decor"
4602,"Phones,Fashion,Home Decor"
26485,"Phones,Fashion,Home Decor"
46012,"Phones,Fashion,Home Decor"
43092,"Phones,Fashion,Home Decor"
43930,"Phones,Fashion,Home Decor"
42358,"Phones,Fashion,Home Decor"
45149,"Phones,Fashion,Home Decor"
18157,"Phones,Fashion,Home Decor"
35695,"Phones,Fashion,Home Decor"
24838,"Phones,Fashion,Home Decor"
43851,"Phones,Fashion,Home Decor"
22826,"Phones,Fashion,Home Decor"
39472,"Phones,Fashion,Home Decor"
24669,"Phones,Fashion,Home Decor"
33144,"Phones,Fashion,Home Decor"
13080,"Phones,Fashion,Home Decor"
9026,"Phones,Fashion,Home Decor"
27986,"Phones,Fashion,Home Decor"
11049,"Phones,Fashion,Home Decor"
19237,"Phones,Fashion,Home Decor"
49816,"Phones,Fashion,Home Decor"
1605,"Phones,Fashion,Home Decor"
4063,"Phones,Fashion,Home Decor"
8186,"Phones,Fashion,Home Decor"
36620,"Phones,Fashion,Home Decor"
32004,"Phones,Fashion,Home Decor"
23662,"Phones,Fashion,Home Decor"
21195,"Phones,Fashion,Home Decor"
12104,"Phones,Fashion,Home Decor"
20907,"Phones,Fashion,Home Decor"
46718,"Phones,Fashion,Home Decor"
42691,"Phones,Fashion,Home Decor"
34193,"Phones,Fashion,Home Decor"
41882,"Phones,Fashion,Home Decor"
15848,"Phones,Fashion,Home Decor"
28388,"Phones,Fashion,Home Decor"
1768,"Phones,Fashion,Home Decor"
44328,"Phones,Fashion,Home Decor"
11852,"Phones,Fashion,Home Decor"
39826,"Phones,Fashion,Home Decor"
31692,"Phones,Fashion,Home Decor"
37034,"Phones,Fashion,Home Decor"
8324,"Phones,Fashion,Home Decor"
41070,"Phones,Fashion,Home Decor"
32558,"Phones,Fashion,Home Decor"
22101,"Phones,Fashion,Home Decor"
41994,"Phones,Fashion,Home Decor"
11895,"Phones,Fashion,Home Decor"
9395,"Phones,Fashion,Home Decor"
48763,"Phones,Fashion,Home Decor"
39442,"Phones,Fashion,Home Decor"
42376,"Phones,Fashion,Home Decor"
12273,"Phones,Fashion,Home Decor"
18411,"Phones,Fashion,Home Decor"
2687,"Phones,Fashion,Home Decor"
39339,"Phones,Fashion,Home Decor"
35647,"Phones,Fashion,Home Decor"
44769,"Phones,Fashion,Home Decor"
47896,"Phones,Fashion,Home Decor"
30043,"Phones,Fashion,Home Decor"
11499,"Phones,Fashion,Home Decor"
5285,"Phones,Fashion,Home Decor"
30809,"Phones,Fashion,Home Decor"
48433,"Phones,Fashion,Home Decor"
11170,"Phones,Fashion,Home Decor"
22077,"Phones,Fashion,Home Decor"
39303,"Phones,Fashion,Home Decor"
6295,"Phones,Fashion,Home Decor"
27953,"Phones,Fashion,Home Decor"
31976,"Phones,Fashion,Home Decor"
12663,"Phones,Fashion,Home Decor"
11707,"Phones,Fashion,Home Decor"
11290,"Phones,Fashion,Home Decor"
3510,"Phones,Fashion,Home Decor"
24841,"Phones,Fashion,Home Decor"
48584,"Phones,Fashion,Home Decor"
30613,"Phones,Fashion,Home Decor"
5010,"Phones,Fashion,Home Decor"
27188,"Phones,Fashion,Home Decor"
40502,"Phones,Fashion,Home Decor"
28722,"Phones,Fashion,Home Decor"
12878,"Phones,Fashion,Home Decor"
21300,"Phones,Fashion,Home Decor"
4589,"Phones,Fashion,Home Decor"
11956,"Phones,Fashion,Home Decor"
39731,"Phones,Fashion,Home Decor"
43340,"Phones,Fashion,Home Decor"
36174,"Phones,Fashion,Home Decor"
14522,"Phones,Fashion,Home Decor"
4093,"Phones,Fashion,Home Decor"
7284,"Phones,Fashion,Home Decor"
47917,"Phones,Fashion,Home Decor"
10526,"Phones,Fashion,Home Decor"
10575,"Phones,Fashion,Home Decor"
46628,"Phones,Fashion,Home Decor"
27175,"Phones,Fashion,Home Decor"
48372,"Phones,Fashion,Home Decor"
2959,"Phones,Fashion,Home Decor"
33572,"Phones,Fashion,Home Decor"
17938,"Phones,Fashion,Home Decor"
26180,"Phones,Fashion,Home Decor"
19008,"Phones,Fashion,Home Decor"
35873,"Phones,Fashion,Home Decor"
2089,"Phones,Fashion,Home Decor"
33957,"Phones,Fashion,Home Decor"
6126,"Phones,Fashion,Home Decor"
10618,"Phones,Fashion,Home Decor"
3476,"Phones,Fashion,Home Decor"
23697,"Phones,Fashion,Home Decor"
18565,"Phones,Fashion,Home Decor"
48608,"Phones,Fashion,Home Decor"
26801,"Phones,Fashion,Home Decor"
37581,"Phones,Fashion,Home Decor"
41435,"Phones,Fashion,Home Decor"
48920,"Phones,Fashion,Home Decor"
36326,"Phones,Fashion,Home Decor"
23197,"Phones,Fashion,Home Decor"
17500,"Phones,Fashion,Home Decor"
22238,"Phones,Fashion,Home Decor"
11666,"Phones,Fashion,Home Decor"
31131,"Phones,Fashion,Home Decor"
31942,"Phones,Fashion,Home Decor"
21035,"Phones,Fashion,Home Decor"
4220,"Phones,Fashion,Home Decor"
44566,"Phones,Fashion,Home Decor"
18940,"Phones,Fashion,Home Decor"
45159,"Phones,Fashion,Home Decor"
23059,"Phones,Fashion,Home Decor"
26254,"Phones,Fashion,Home Decor"
18444,"Phones,Fashion,Home Decor"
36315,"Phones,Fashion,Home Decor"
37799,"Phones,Fashion,Home Decor"
21078,"Phones,Fashion,Home Decor"
46182,"Phones,Fashion,Home Decor"
14757,"Phones,Fashion,Home Decor"
43526,"Phones,Fashion,Home Decor"
49197,"Phones,Fashion,Home Decor"
19658,"Phones,Fashion,Home Decor"
3880,"Phones,Fashion,Home Decor"
6677,"Phones,Fashion,Home Decor"
23902,"Phones,Fashion,Home Decor"
47268,"Phones,Fashion,Home Decor"
1448,"Phones,Fashion,Home Decor"
44748,"Phones,Fashion,Home Decor"
1699,"Phones,Fashion,Home Decor"
17137,"Phones,Fashion,Home Decor"
35580,"Phones,Fashion,Home Decor"
45341,"Phones,Fashion,Home Decor"
4077,"Phones,Fashion,Home Decor"
47222,"Phones,Fashion,Home Decor"
14377,"Phones,Fashion,Home Decor"
8936,"Phones,Fashion,Home Decor"
25644,"Phones,Fashion,Home Decor"
48074,"Phones,Fashion,Home Decor"
258,"Phones,Fashion,Home Decor"
12060,"Phones,Fashion,Home Decor"
21306,"Phones,Fashion,Home Decor"
28312,"Phones,Fashion,Home Decor"
40293,"Phones,Fashion,Home Decor"
